Set,K,E,TA,%,team,Date,Time,Site,Attendance,url
Set #1,13,6,35,.200,SUNY Oneonta,2013-10-22,NA,"                 Oneonta, N.Y. (Dewar Arena)

",75,https://athletics.ithaca.edu/boxscore.aspx?id=5480&path=wvball
Set #2,8,4,24,.167,SUNY Oneonta,2013-10-22,NA,"                 Oneonta, N.Y. (Dewar Arena)

",75,https://athletics.ithaca.edu/boxscore.aspx?id=5480&path=wvball
Set #3,13,3,26,.385,SUNY Oneonta,2013-10-22,NA,"                 Oneonta, N.Y. (Dewar Arena)

",75,https://athletics.ithaca.edu/boxscore.aspx?id=5480&path=wvball
Set #1,19,5,41,.341,Ithaca,2013-10-25,NA,"                 Rochester, N.Y. ()

",70,https://athletics.ithaca.edu/boxscore.aspx?id=5481&path=wvball
Set #2,10,5,36,.139,Ithaca,2013-10-25,NA,"                 Rochester, N.Y. ()

",70,https://athletics.ithaca.edu/boxscore.aspx?id=5481&path=wvball
Set #3,15,7,50,.160,Ithaca,2013-10-25,NA,"                 Rochester, N.Y. ()

",70,https://athletics.ithaca.edu/boxscore.aspx?id=5481&path=wvball
Set #4,17,3,36,.389,Ithaca,2013-10-25,NA,"                 Rochester, N.Y. ()

",70,https://athletics.ithaca.edu/boxscore.aspx?id=5481&path=wvball
Set #5,11,4,28,.250,Ithaca,2013-10-25,NA,"                 Rochester, N.Y. ()

",70,https://athletics.ithaca.edu/boxscore.aspx?id=5481&path=wvball
Set #1,15,1,33,.424,St. John Fisher,2013-10-25,NA,"                 Rochester, N.Y. ()

",70,https://athletics.ithaca.edu/boxscore.aspx?id=5481&path=wvball
Set #2,9,9,39,.000,St. John Fisher,2013-10-25,NA,"                 Rochester, N.Y. ()

",70,https://athletics.ithaca.edu/boxscore.aspx?id=5481&path=wvball
Set #3,15,5,49,.204,St. John Fisher,2013-10-25,NA,"                 Rochester, N.Y. ()

",70,https://athletics.ithaca.edu/boxscore.aspx?id=5481&path=wvball
Set #4,14,4,34,.294,St. John Fisher,2013-10-25,NA,"                 Rochester, N.Y. ()

",70,https://athletics.ithaca.edu/boxscore.aspx?id=5481&path=wvball
Set #5,10,6,25,.160,St. John Fisher,2013-10-25,NA,"                 Rochester, N.Y. ()

",70,https://athletics.ithaca.edu/boxscore.aspx?id=5481&path=wvball
Set #1,9,7,27,.074,Ithaca,2013-10-26,NA,"                 Rochester, N.Y. ()

",40,https://athletics.ithaca.edu/boxscore.aspx?id=5483&path=wvball
Set #2,11,7,35,.114,Ithaca,2013-10-26,NA,"                 Rochester, N.Y. ()

",40,https://athletics.ithaca.edu/boxscore.aspx?id=5483&path=wvball
Set #3,9,2,20,.350,Ithaca,2013-10-26,NA,"                 Rochester, N.Y. ()

",40,https://athletics.ithaca.edu/boxscore.aspx?id=5483&path=wvball
Set #1,6,6,23,.000,Alfred,2013-10-26,NA,"                 Rochester, N.Y. ()

",40,https://athletics.ithaca.edu/boxscore.aspx?id=5483&path=wvball
Set #2,11,5,35,.171,Alfred,2013-10-26,NA,"                 Rochester, N.Y. ()

",40,https://athletics.ithaca.edu/boxscore.aspx?id=5483&path=wvball
Set #3,5,7,20,-.100,Alfred,2013-10-26,NA,"                 Rochester, N.Y. ()

",40,https://athletics.ithaca.edu/boxscore.aspx?id=5483&path=wvball
Set #1,8,5,36,.083,Ithaca,2013-10-26,NA,"                 Rochester, N.Y. ()

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5482&path=wvball
Set #2,6,9,43,-.070,Ithaca,2013-10-26,NA,"                 Rochester, N.Y. ()

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5482&path=wvball
Set #3,10,5,25,.200,Ithaca,2013-10-26,NA,"                 Rochester, N.Y. ()

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5482&path=wvball
Set #1,14,8,41,.146,Elmira,2013-10-26,NA,"                 Rochester, N.Y. ()

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5482&path=wvball
Set #2,14,10,47,.085,Elmira,2013-10-26,NA,"                 Rochester, N.Y. ()

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5482&path=wvball
Set #3,8,4,29,.138,Elmira,2013-10-26,NA,"                 Rochester, N.Y. ()

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5482&path=wvball
Set #1,6,1,28,.179,Wells,2013-10-29,NA,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",55,https://athletics.ithaca.edu/boxscore.aspx?id=5484&path=wvball
Set #2,6,6,31,.000,Wells,2013-10-29,NA,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",55,https://athletics.ithaca.edu/boxscore.aspx?id=5484&path=wvball
Set #3,5,6,26,-.038,Wells,2013-10-29,NA,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",55,https://athletics.ithaca.edu/boxscore.aspx?id=5484&path=wvball
Set #1,16,6,35,.286,Ithaca,2013-10-29,NA,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",55,https://athletics.ithaca.edu/boxscore.aspx?id=5484&path=wvball
Set #2,15,2,30,.433,Ithaca,2013-10-29,NA,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",55,https://athletics.ithaca.edu/boxscore.aspx?id=5484&path=wvball
Set #3,12,3,25,.360,Ithaca,2013-10-29,NA,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",55,https://athletics.ithaca.edu/boxscore.aspx?id=5484&path=wvball
Set #1,13,11,44,.045,Ithaca,2013-11-01,15:30:00,"                 Oneonta, N.Y. (Dewar Arena)

",30,https://athletics.ithaca.edu/boxscore.aspx?id=5485&path=wvball
Set #2,18,8,48,.208,Ithaca,2013-11-01,15:30:00,"                 Oneonta, N.Y. (Dewar Arena)

",30,https://athletics.ithaca.edu/boxscore.aspx?id=5485&path=wvball
Set #3,13,5,29,.276,Ithaca,2013-11-01,15:30:00,"                 Oneonta, N.Y. (Dewar Arena)

",30,https://athletics.ithaca.edu/boxscore.aspx?id=5485&path=wvball
Set #4,12,6,23,.261,Ithaca,2013-11-01,15:30:00,"                 Oneonta, N.Y. (Dewar Arena)

",30,https://athletics.ithaca.edu/boxscore.aspx?id=5485&path=wvball
Set #1,8,6,40,.050,Lasell,2013-11-01,15:30:00,"                 Oneonta, N.Y. (Dewar Arena)

",30,https://athletics.ithaca.edu/boxscore.aspx?id=5485&path=wvball
Set #2,11,2,38,.237,Lasell,2013-11-01,15:30:00,"                 Oneonta, N.Y. (Dewar Arena)

",30,https://athletics.ithaca.edu/boxscore.aspx?id=5485&path=wvball
Set #3,8,7,26,.038,Lasell,2013-11-01,15:30:00,"                 Oneonta, N.Y. (Dewar Arena)

",30,https://athletics.ithaca.edu/boxscore.aspx?id=5485&path=wvball
Set #4,6,5,22,.045,Lasell,2013-11-01,15:30:00,"                 Oneonta, N.Y. (Dewar Arena)

",30,https://athletics.ithaca.edu/boxscore.aspx?id=5485&path=wvball
Set #1,15,3,37,.324,Ithaca,2013-11-01,NA,"                 Oneonta, N.Y. (Dewar Arena)

",20,https://athletics.ithaca.edu/boxscore.aspx?id=5486&path=wvball
Set #2,11,3,38,.211,Ithaca,2013-11-01,NA,"                 Oneonta, N.Y. (Dewar Arena)

",20,https://athletics.ithaca.edu/boxscore.aspx?id=5486&path=wvball
Set #3,12,3,35,.257,Ithaca,2013-11-01,NA,"                 Oneonta, N.Y. (Dewar Arena)

",20,https://athletics.ithaca.edu/boxscore.aspx?id=5486&path=wvball
Set #4,17,3,33,.424,Ithaca,2013-11-01,NA,"                 Oneonta, N.Y. (Dewar Arena)

",20,https://athletics.ithaca.edu/boxscore.aspx?id=5486&path=wvball
Set #1,12,5,36,.194,Baruch,2013-11-01,NA,"                 Oneonta, N.Y. (Dewar Arena)

",20,https://athletics.ithaca.edu/boxscore.aspx?id=5486&path=wvball
Set #2,19,6,42,.310,Baruch,2013-11-01,NA,"                 Oneonta, N.Y. (Dewar Arena)

",20,https://athletics.ithaca.edu/boxscore.aspx?id=5486&path=wvball
Set #3,9,8,42,.024,Baruch,2013-11-01,NA,"                 Oneonta, N.Y. (Dewar Arena)

",20,https://athletics.ithaca.edu/boxscore.aspx?id=5486&path=wvball
Set #4,8,4,29,.138,Baruch,2013-11-01,NA,"                 Oneonta, N.Y. (Dewar Arena)

",20,https://athletics.ithaca.edu/boxscore.aspx?id=5486&path=wvball
Set #1,5,7,32,-.062,Ithaca,2013-11-02,NA,"                 Oneonta, N.Y. (Dewar Arena)

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5487&path=wvball
Set #2,12,3,24,.375,Ithaca,2013-11-02,NA,"                 Oneonta, N.Y. (Dewar Arena)

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5487&path=wvball
Set #3,12,8,40,.100,Ithaca,2013-11-02,NA,"                 Oneonta, N.Y. (Dewar Arena)

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5487&path=wvball
Set #4,4,5,27,-.037,Ithaca,2013-11-02,NA,"                 Oneonta, N.Y. (Dewar Arena)

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5487&path=wvball
Set #1,12,6,31,.194,SUNY Oneonta,2013-11-02,NA,"                 Oneonta, N.Y. (Dewar Arena)

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5487&path=wvball
Set #2,7,6,29,.034,SUNY Oneonta,2013-11-02,NA,"                 Oneonta, N.Y. (Dewar Arena)

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5487&path=wvball
Set #3,13,8,40,.125,SUNY Oneonta,2013-11-02,NA,"                 Oneonta, N.Y. (Dewar Arena)

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5487&path=wvball
Set #4,16,8,39,.205,SUNY Oneonta,2013-11-02,NA,"                 Oneonta, N.Y. (Dewar Arena)

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5487&path=wvball
Set #1,9,6,38,.079,Ithaca,2013-11-02,NA,"                 Oneonta, N.Y. (Dewar Arena)

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5488&path=wvball
Set #2,15,8,50,.140,Ithaca,2013-11-02,NA,"                 Oneonta, N.Y. (Dewar Arena)

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5488&path=wvball
Set #3,9,8,39,.026,Ithaca,2013-11-02,NA,"                 Oneonta, N.Y. (Dewar Arena)

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5488&path=wvball
Set #4,2,11,24,-.375,Ithaca,2013-11-02,NA,"                 Oneonta, N.Y. (Dewar Arena)

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5488&path=wvball
Set #1,16,2,37,.378,Plattsburgh,2013-11-02,NA,"                 Oneonta, N.Y. (Dewar Arena)

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5488&path=wvball
Set #2,14,9,49,.102,Plattsburgh,2013-11-02,NA,"                 Oneonta, N.Y. (Dewar Arena)

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5488&path=wvball
Set #3,11,3,33,.242,Plattsburgh,2013-11-02,NA,"                 Oneonta, N.Y. (Dewar Arena)

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5488&path=wvball
Set #4,7,5,24,.083,Plattsburgh,2013-11-02,NA,"                 Oneonta, N.Y. (Dewar Arena)

",50,https://athletics.ithaca.edu/boxscore.aspx?id=5488&path=wvball
Set #1,7,7,26,.000,Ithaca,2013-11-09,12:00:00,"                 Hoboken, N.J. (Canavan Arena)

",130,https://athletics.ithaca.edu/boxscore.aspx?id=5837&path=wvball
Set #2,8,5,32,.094,Ithaca,2013-11-09,12:00:00,"                 Hoboken, N.J. (Canavan Arena)

",130,https://athletics.ithaca.edu/boxscore.aspx?id=5837&path=wvball
Set #3,6,9,28,-.107,Ithaca,2013-11-09,12:00:00,"                 Hoboken, N.J. (Canavan Arena)

",130,https://athletics.ithaca.edu/boxscore.aspx?id=5837&path=wvball
Set #1,7,5,26,.077,Stevens,2013-11-09,12:00:00,"                 Hoboken, N.J. (Canavan Arena)

",130,https://athletics.ithaca.edu/boxscore.aspx?id=5837&path=wvball
Set #2,17,2,29,.517,Stevens,2013-11-09,12:00:00,"                 Hoboken, N.J. (Canavan Arena)

",130,https://athletics.ithaca.edu/boxscore.aspx?id=5837&path=wvball
Set #3,13,4,25,.360,Stevens,2013-11-09,12:00:00,"                 Hoboken, N.J. (Canavan Arena)

",130,https://athletics.ithaca.edu/boxscore.aspx?id=5837&path=wvball
Set #1,14,2,22,.545,Union College,2013-08-30,19:30:00,"                 Bristol, R.I. (Campus Rec Center)

",50,https://unionathletics.com/boxscore.aspx?id=6030&path=vball
Set #2,8,1,28,.250,Union College,2013-08-30,19:30:00,"                 Bristol, R.I. (Campus Rec Center)

",50,https://unionathletics.com/boxscore.aspx?id=6030&path=vball
Set #3,10,1,23,.391,Union College,2013-08-30,19:30:00,"                 Bristol, R.I. (Campus Rec Center)

",50,https://unionathletics.com/boxscore.aspx?id=6030&path=vball
Set #1,3,7,29,-.138,Rhode Island Col.,2013-08-30,19:30:00,"                 Bristol, R.I. (Campus Rec Center)

",50,https://unionathletics.com/boxscore.aspx?id=6030&path=vball
Set #2,6,10,45,-.089,Rhode Island Col.,2013-08-30,19:30:00,"                 Bristol, R.I. (Campus Rec Center)

",50,https://unionathletics.com/boxscore.aspx?id=6030&path=vball
Set #3,6,10,30,-.133,Rhode Island Col.,2013-08-30,19:30:00,"                 Bristol, R.I. (Campus Rec Center)

",50,https://unionathletics.com/boxscore.aspx?id=6030&path=vball
Set #1,11,1,24,.417,Union,2013-08-31,09:30:00,"                 Bristol, R.I. (Campus Rec Center)

",70,https://unionathletics.com/boxscore.aspx?id=6000&path=vball
Set #2,13,2,35,.314,Union,2013-08-31,09:30:00,"                 Bristol, R.I. (Campus Rec Center)

",70,https://unionathletics.com/boxscore.aspx?id=6000&path=vball
Set #3,12,7,33,.152,Union,2013-08-31,09:30:00,"                 Bristol, R.I. (Campus Rec Center)

",70,https://unionathletics.com/boxscore.aspx?id=6000&path=vball
Set #4,11,8,37,.081,Union,2013-08-31,09:30:00,"                 Bristol, R.I. (Campus Rec Center)

",70,https://unionathletics.com/boxscore.aspx?id=6000&path=vball
Set #1,17,5,34,.353,Roger Williams,2013-08-31,09:30:00,"                 Bristol, R.I. (Campus Rec Center)

",70,https://unionathletics.com/boxscore.aspx?id=6000&path=vball
Set #2,10,8,41,.049,Roger Williams,2013-08-31,09:30:00,"                 Bristol, R.I. (Campus Rec Center)

",70,https://unionathletics.com/boxscore.aspx?id=6000&path=vball
Set #3,13,4,29,.310,Roger Williams,2013-08-31,09:30:00,"                 Bristol, R.I. (Campus Rec Center)

",70,https://unionathletics.com/boxscore.aspx?id=6000&path=vball
Set #4,15,2,42,.310,Roger Williams,2013-08-31,09:30:00,"                 Bristol, R.I. (Campus Rec Center)

",70,https://unionathletics.com/boxscore.aspx?id=6000&path=vball
Set #1,13,6,39,.179,Plattsburgh State,2013-08-31,11:45:00,"                 Bristol, R.I. (RWU Rec Center)

",71,https://unionathletics.com/boxscore.aspx?id=6031&path=vball
Set #2,13,9,42,.095,Plattsburgh State,2013-08-31,11:45:00,"                 Bristol, R.I. (RWU Rec Center)

",71,https://unionathletics.com/boxscore.aspx?id=6031&path=vball
Set #3,8,10,45,-.044,Plattsburgh State,2013-08-31,11:45:00,"                 Bristol, R.I. (RWU Rec Center)

",71,https://unionathletics.com/boxscore.aspx?id=6031&path=vball
Set #4,15,6,43,.209,Plattsburgh State,2013-08-31,11:45:00,"                 Bristol, R.I. (RWU Rec Center)

",71,https://unionathletics.com/boxscore.aspx?id=6031&path=vball
Set #1,7,11,38,-.105,Union College,2013-08-31,11:45:00,"                 Bristol, R.I. (RWU Rec Center)

",71,https://unionathletics.com/boxscore.aspx?id=6031&path=vball
Set #2,11,4,34,.206,Union College,2013-08-31,11:45:00,"                 Bristol, R.I. (RWU Rec Center)

",71,https://unionathletics.com/boxscore.aspx?id=6031&path=vball
Set #3,11,4,35,.200,Union College,2013-08-31,11:45:00,"                 Bristol, R.I. (RWU Rec Center)

",71,https://unionathletics.com/boxscore.aspx?id=6031&path=vball
Set #4,11,2,36,.250,Union College,2013-08-31,11:45:00,"                 Bristol, R.I. (RWU Rec Center)

",71,https://unionathletics.com/boxscore.aspx?id=6031&path=vball
Set #1,20,5,65,.231,Union College,2013-09-06,15:35:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",43,https://unionathletics.com/boxscore.aspx?id=6001&path=vball
Set #2,10,7,53,.057,Union College,2013-09-06,15:35:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",43,https://unionathletics.com/boxscore.aspx?id=6001&path=vball
Set #3,8,7,51,.020,Union College,2013-09-06,15:35:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",43,https://unionathletics.com/boxscore.aspx?id=6001&path=vball
Set #4,12,11,49,.020,Union College,2013-09-06,15:35:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",43,https://unionathletics.com/boxscore.aspx?id=6001&path=vball
Set #1,17,3,66,.212,Widener,2013-09-06,15:35:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",43,https://unionathletics.com/boxscore.aspx?id=6001&path=vball
Set #2,13,10,53,.057,Widener,2013-09-06,15:35:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",43,https://unionathletics.com/boxscore.aspx?id=6001&path=vball
Set #3,14,11,52,.058,Widener,2013-09-06,15:35:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",43,https://unionathletics.com/boxscore.aspx?id=6001&path=vball
Set #4,11,2,37,.243,Widener,2013-09-06,15:35:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",43,https://unionathletics.com/boxscore.aspx?id=6001&path=vball
Set #1,15,1,24,.583,Union College,2013-09-06,18:05:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",23,https://unionathletics.com/boxscore.aspx?id=6002&path=vball
Set #2,10,2,22,.364,Union College,2013-09-06,18:05:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",23,https://unionathletics.com/boxscore.aspx?id=6002&path=vball
Set #3,13,4,26,.346,Union College,2013-09-06,18:05:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",23,https://unionathletics.com/boxscore.aspx?id=6002&path=vball
Set #1,5,5,31,.000,Baptist Bible,2013-09-06,18:05:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",23,https://unionathletics.com/boxscore.aspx?id=6002&path=vball
Set #2,1,8,22,-.318,Baptist Bible,2013-09-06,18:05:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",23,https://unionathletics.com/boxscore.aspx?id=6002&path=vball
Set #3,5,4,25,.040,Baptist Bible,2013-09-06,18:05:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",23,https://unionathletics.com/boxscore.aspx?id=6002&path=vball
Set #1,0,0,0,.000,Oneonta,2013-09-07,13:15:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",30,https://unionathletics.com/boxscore.aspx?id=6003&path=vball
Set #2,0,0,0,.000,Oneonta,2013-09-07,13:15:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",30,https://unionathletics.com/boxscore.aspx?id=6003&path=vball
Set #3,0,0,0,.000,Oneonta,2013-09-07,13:15:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",30,https://unionathletics.com/boxscore.aspx?id=6003&path=vball
Set #4,0,0,0,.000,Oneonta,2013-09-07,13:15:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",30,https://unionathletics.com/boxscore.aspx?id=6003&path=vball
Set #1,0,0,0,.000,Union College,2013-09-07,13:15:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",30,https://unionathletics.com/boxscore.aspx?id=6003&path=vball
Set #2,0,0,0,.000,Union College,2013-09-07,13:15:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",30,https://unionathletics.com/boxscore.aspx?id=6003&path=vball
Set #3,0,0,0,.000,Union College,2013-09-07,13:15:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",30,https://unionathletics.com/boxscore.aspx?id=6003&path=vball
Set #4,0,0,0,.000,Union College,2013-09-07,13:15:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",30,https://unionathletics.com/boxscore.aspx?id=6003&path=vball
Set #1,11,1,21,.476,Union,2013-09-07,15:30:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",65,https://unionathletics.com/boxscore.aspx?id=6004&path=vball
Set #2,13,1,31,.387,Union,2013-09-07,15:30:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",65,https://unionathletics.com/boxscore.aspx?id=6004&path=vball
Set #3,14,6,39,.205,Union,2013-09-07,15:30:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",65,https://unionathletics.com/boxscore.aspx?id=6004&path=vball
Set #1,6,10,33,-.121,Ithaca,2013-09-07,15:30:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",65,https://unionathletics.com/boxscore.aspx?id=6004&path=vball
Set #2,19,6,41,.317,Ithaca,2013-09-07,15:30:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",65,https://unionathletics.com/boxscore.aspx?id=6004&path=vball
Set #3,9,6,41,.073,Ithaca,2013-09-07,15:30:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",65,https://unionathletics.com/boxscore.aspx?id=6004&path=vball
Set #1,3,6,28,-.107,Hartwick,2013-09-13,18:00:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr)

",100,https://unionathletics.com/boxscore.aspx?id=6005&path=vball
Set #2,5,3,32,.062,Hartwick,2013-09-13,18:00:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr)

",100,https://unionathletics.com/boxscore.aspx?id=6005&path=vball
Set #3,9,6,49,.061,Hartwick,2013-09-13,18:00:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr)

",100,https://unionathletics.com/boxscore.aspx?id=6005&path=vball
Set #1,9,3,31,.194,Union,2013-09-13,18:00:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr)

",100,https://unionathletics.com/boxscore.aspx?id=6005&path=vball
Set #2,15,6,37,.243,Union,2013-09-13,18:00:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr)

",100,https://unionathletics.com/boxscore.aspx?id=6005&path=vball
Set #3,17,12,60,.083,Union,2013-09-13,18:00:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr)

",100,https://unionathletics.com/boxscore.aspx?id=6005&path=vball
Set #1,13,11,42,.048,Cortland,2013-09-14,13:00:00,"                 Schenectady, NY (Viniar Athletic CTR)

",100,https://unionathletics.com/boxscore.aspx?id=6007&path=vball
Set #2,14,5,47,.191,Cortland,2013-09-14,13:00:00,"                 Schenectady, NY (Viniar Athletic CTR)

",100,https://unionathletics.com/boxscore.aspx?id=6007&path=vball
Set #3,12,11,52,.019,Cortland,2013-09-14,13:00:00,"                 Schenectady, NY (Viniar Athletic CTR)

",100,https://unionathletics.com/boxscore.aspx?id=6007&path=vball
Set #4,12,6,40,.150,Cortland,2013-09-14,13:00:00,"                 Schenectady, NY (Viniar Athletic CTR)

",100,https://unionathletics.com/boxscore.aspx?id=6007&path=vball
Set #1,10,6,38,.105,Union College,2013-09-14,13:00:00,"                 Schenectady, NY (Viniar Athletic CTR)

",100,https://unionathletics.com/boxscore.aspx?id=6007&path=vball
Set #2,18,5,45,.289,Union College,2013-09-14,13:00:00,"                 Schenectady, NY (Viniar Athletic CTR)

",100,https://unionathletics.com/boxscore.aspx?id=6007&path=vball
Set #3,9,11,52,-.038,Union College,2013-09-14,13:00:00,"                 Schenectady, NY (Viniar Athletic CTR)

",100,https://unionathletics.com/boxscore.aspx?id=6007&path=vball
Set #4,13,3,36,.278,Union College,2013-09-14,13:00:00,"                 Schenectady, NY (Viniar Athletic CTR)

",100,https://unionathletics.com/boxscore.aspx?id=6007&path=vball
Set #1,12,8,39,.103,Nazareth,2013-09-14,17:45:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr)

",100,https://unionathletics.com/boxscore.aspx?id=6008&path=vball
Set #2,16,11,44,.114,Nazareth,2013-09-14,17:45:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr)

",100,https://unionathletics.com/boxscore.aspx?id=6008&path=vball
Set #3,13,4,40,.225,Nazareth,2013-09-14,17:45:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr)

",100,https://unionathletics.com/boxscore.aspx?id=6008&path=vball
Set #4,8,8,36,.000,Nazareth,2013-09-14,17:45:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr)

",100,https://unionathletics.com/boxscore.aspx?id=6008&path=vball
Set #5,8,3,21,.238,Nazareth,2013-09-14,17:45:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr)

",100,https://unionathletics.com/boxscore.aspx?id=6008&path=vball
Set #1,13,2,30,.367,Union College,2013-09-14,17:45:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr)

",100,https://unionathletics.com/boxscore.aspx?id=6008&path=vball
Set #2,9,5,34,.118,Union College,2013-09-14,17:45:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr)

",100,https://unionathletics.com/boxscore.aspx?id=6008&path=vball
Set #3,11,7,37,.108,Union College,2013-09-14,17:45:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr)

",100,https://unionathletics.com/boxscore.aspx?id=6008&path=vball
Set #4,10,6,37,.108,Union College,2013-09-14,17:45:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr)

",100,https://unionathletics.com/boxscore.aspx?id=6008&path=vball
Set #5,8,3,20,.250,Union College,2013-09-14,17:45:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr)

",100,https://unionathletics.com/boxscore.aspx?id=6008&path=vball
Set #1,11,7,40,.100,Union College,2013-09-17,07:00:00,"                 Skidmore ()

",100,https://unionathletics.com/boxscore.aspx?id=6009&path=vball
Set #2,16,1,33,.455,Union College,2013-09-17,07:00:00,"                 Skidmore ()

",100,https://unionathletics.com/boxscore.aspx?id=6009&path=vball
Set #3,15,9,53,.113,Union College,2013-09-17,07:00:00,"                 Skidmore ()

",100,https://unionathletics.com/boxscore.aspx?id=6009&path=vball
Set #4,16,5,47,.234,Union College,2013-09-17,07:00:00,"                 Skidmore ()

",100,https://unionathletics.com/boxscore.aspx?id=6009&path=vball
Set #1,13,0,31,.419,SKIDMORE,2013-09-17,07:00:00,"                 Skidmore ()

",100,https://unionathletics.com/boxscore.aspx?id=6009&path=vball
Set #2,10,5,38,.132,SKIDMORE,2013-09-17,07:00:00,"                 Skidmore ()

",100,https://unionathletics.com/boxscore.aspx?id=6009&path=vball
Set #3,12,6,41,.146,SKIDMORE,2013-09-17,07:00:00,"                 Skidmore ()

",100,https://unionathletics.com/boxscore.aspx?id=6009&path=vball
Set #4,14,5,45,.200,SKIDMORE,2013-09-17,07:00:00,"                 Skidmore ()

",100,https://unionathletics.com/boxscore.aspx?id=6009&path=vball
Set #1,41,18,116,.198,Union,2013-09-24,19:00:00,"                 Oneonta, NY (Dewar Arena)

",109,https://unionathletics.com/boxscore.aspx?id=6010&path=vball
Set #2,0,0,0,.000,Union,2013-09-24,19:00:00,"                 Oneonta, NY (Dewar Arena)

",109,https://unionathletics.com/boxscore.aspx?id=6010&path=vball
Set #3,0,0,0,.000,Union,2013-09-24,19:00:00,"                 Oneonta, NY (Dewar Arena)

",109,https://unionathletics.com/boxscore.aspx?id=6010&path=vball
Set #1,0,0,0,.000,SUNY Oneonta,2013-09-24,19:00:00,"                 Oneonta, NY (Dewar Arena)

",109,https://unionathletics.com/boxscore.aspx?id=6010&path=vball
Set #2,0,0,0,.000,SUNY Oneonta,2013-09-24,19:00:00,"                 Oneonta, NY (Dewar Arena)

",109,https://unionathletics.com/boxscore.aspx?id=6010&path=vball
