Set,K,E,TA,%,team,Date,Time,Site,Attendance,url
Set #3,0,0,0,.000,SUNY Oneonta,2013-09-24,19:00:00,"                 Oneonta, NY (Dewar Arena)

",109,https://unionathletics.com/boxscore.aspx?id=6010&path=vball
Set #1,11,2,34,.265,Union College,2013-09-28,NA,"                 Clinton, N.Y. (Scott Field House)

",0,https://unionathletics.com/boxscore.aspx?id=6011&path=vball
Set #2,11,5,36,.167,Union College,2013-09-28,NA,"                 Clinton, N.Y. (Scott Field House)

",0,https://unionathletics.com/boxscore.aspx?id=6011&path=vball
Set #3,14,2,38,.316,Union College,2013-09-28,NA,"                 Clinton, N.Y. (Scott Field House)

",0,https://unionathletics.com/boxscore.aspx?id=6011&path=vball
Set #4,8,3,39,.128,Union College,2013-09-28,NA,"                 Clinton, N.Y. (Scott Field House)

",0,https://unionathletics.com/boxscore.aspx?id=6011&path=vball
Set #1,16,2,35,.400,Middlebury College,2013-09-28,NA,"                 Clinton, N.Y. (Scott Field House)

",0,https://unionathletics.com/boxscore.aspx?id=6011&path=vball
Set #2,14,2,47,.255,Middlebury College,2013-09-28,NA,"                 Clinton, N.Y. (Scott Field House)

",0,https://unionathletics.com/boxscore.aspx?id=6011&path=vball
Set #3,15,4,38,.289,Middlebury College,2013-09-28,NA,"                 Clinton, N.Y. (Scott Field House)

",0,https://unionathletics.com/boxscore.aspx?id=6011&path=vball
Set #4,16,4,43,.279,Middlebury College,2013-09-28,NA,"                 Clinton, N.Y. (Scott Field House)

",0,https://unionathletics.com/boxscore.aspx?id=6011&path=vball
Set #1,10,9,52,.019,Union College,2013-09-28,18:15:00,"                 Clinton, N.Y. (Scott Field House)

",97,https://unionathletics.com/boxscore.aspx?id=6097&path=vball
Set #2,11,6,37,.135,Union College,2013-09-28,18:15:00,"                 Clinton, N.Y. (Scott Field House)

",97,https://unionathletics.com/boxscore.aspx?id=6097&path=vball
Set #3,10,4,37,.162,Union College,2013-09-28,18:15:00,"                 Clinton, N.Y. (Scott Field House)

",97,https://unionathletics.com/boxscore.aspx?id=6097&path=vball
Set #4,9,3,26,.231,Union College,2013-09-28,18:15:00,"                 Clinton, N.Y. (Scott Field House)

",97,https://unionathletics.com/boxscore.aspx?id=6097&path=vball
Set #5,4,2,13,.154,Union College,2013-09-28,18:15:00,"                 Clinton, N.Y. (Scott Field House)

",97,https://unionathletics.com/boxscore.aspx?id=6097&path=vball
Set #1,12,6,50,.120,Hamilton College,2013-09-28,18:15:00,"                 Clinton, N.Y. (Scott Field House)

",97,https://unionathletics.com/boxscore.aspx?id=6097&path=vball
Set #2,8,9,34,-.029,Hamilton College,2013-09-28,18:15:00,"                 Clinton, N.Y. (Scott Field House)

",97,https://unionathletics.com/boxscore.aspx?id=6097&path=vball
Set #3,11,7,30,.133,Hamilton College,2013-09-28,18:15:00,"                 Clinton, N.Y. (Scott Field House)

",97,https://unionathletics.com/boxscore.aspx?id=6097&path=vball
Set #4,5,5,29,.000,Hamilton College,2013-09-28,18:15:00,"                 Clinton, N.Y. (Scott Field House)

",97,https://unionathletics.com/boxscore.aspx?id=6097&path=vball
Set #5,10,6,30,.133,Hamilton College,2013-09-28,18:15:00,"                 Clinton, N.Y. (Scott Field House)

",97,https://unionathletics.com/boxscore.aspx?id=6097&path=vball
Set #1,5,7,45,-.044,Union (N.Y.),2013-10-01,19:00:00,"                 Williamstown, MA ()

",73,https://unionathletics.com/boxscore.aspx?id=6012&path=vball
Set #2,6,6,27,.000,Union (N.Y.),2013-10-01,19:00:00,"                 Williamstown, MA ()

",73,https://unionathletics.com/boxscore.aspx?id=6012&path=vball
Set #3,9,8,51,.020,Union (N.Y.),2013-10-01,19:00:00,"                 Williamstown, MA ()

",73,https://unionathletics.com/boxscore.aspx?id=6012&path=vball
Set #1,16,4,49,.245,Williams,2013-10-01,19:00:00,"                 Williamstown, MA ()

",73,https://unionathletics.com/boxscore.aspx?id=6012&path=vball
Set #2,12,10,35,.057,Williams,2013-10-01,19:00:00,"                 Williamstown, MA ()

",73,https://unionathletics.com/boxscore.aspx?id=6012&path=vball
Set #3,13,9,52,.077,Williams,2013-10-01,19:00:00,"                 Williamstown, MA ()

",73,https://unionathletics.com/boxscore.aspx?id=6012&path=vball
Set #1,14,1,17,.765,Union,2013-10-04,16:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://unionathletics.com/boxscore.aspx?id=6013&path=vball
Set #2,10,1,15,.600,Union,2013-10-04,16:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://unionathletics.com/boxscore.aspx?id=6013&path=vball
Set #3,10,1,17,.529,Union,2013-10-04,16:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://unionathletics.com/boxscore.aspx?id=6013&path=vball
Set #1,5,2,12,.250,Bard College,2013-10-04,16:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://unionathletics.com/boxscore.aspx?id=6013&path=vball
Set #2,2,4,14,-.143,Bard College,2013-10-04,16:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://unionathletics.com/boxscore.aspx?id=6013&path=vball
Set #3,3,6,17,-.176,Bard College,2013-10-04,16:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://unionathletics.com/boxscore.aspx?id=6013&path=vball
Set #1,17,6,43,.256,St. Lawrence,2013-10-04,18:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://unionathletics.com/boxscore.aspx?id=6014&path=vball
Set #2,14,4,46,.217,St. Lawrence,2013-10-04,18:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://unionathletics.com/boxscore.aspx?id=6014&path=vball
Set #3,15,4,33,.333,St. Lawrence,2013-10-04,18:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://unionathletics.com/boxscore.aspx?id=6014&path=vball
Set #4,11,4,30,.233,St. Lawrence,2013-10-04,18:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://unionathletics.com/boxscore.aspx?id=6014&path=vball
Set #1,10,3,37,.189,Union College,2013-10-04,18:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://unionathletics.com/boxscore.aspx?id=6014&path=vball
Set #2,15,6,46,.196,Union College,2013-10-04,18:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://unionathletics.com/boxscore.aspx?id=6014&path=vball
Set #3,8,8,36,.000,Union College,2013-10-04,18:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://unionathletics.com/boxscore.aspx?id=6014&path=vball
Set #4,8,10,30,-.067,Union College,2013-10-04,18:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://unionathletics.com/boxscore.aspx?id=6014&path=vball
Set #1,13,5,37,.216,Clarkson University,2013-10-05,NA,"                 Poughkeepsie,NY (AFC)

",0,https://unionathletics.com/boxscore.aspx?id=6015&path=vball
Set #2,11,3,30,.267,Clarkson University,2013-10-05,NA,"                 Poughkeepsie,NY (AFC)

",0,https://unionathletics.com/boxscore.aspx?id=6015&path=vball
Set #3,15,9,44,.136,Clarkson University,2013-10-05,NA,"                 Poughkeepsie,NY (AFC)

",0,https://unionathletics.com/boxscore.aspx?id=6015&path=vball
Set #4,13,3,30,.333,Clarkson University,2013-10-05,NA,"                 Poughkeepsie,NY (AFC)

",0,https://unionathletics.com/boxscore.aspx?id=6015&path=vball
Set #1,2,7,31,-.161,Union College,2013-10-05,NA,"                 Poughkeepsie,NY (AFC)

",0,https://unionathletics.com/boxscore.aspx?id=6015&path=vball
Set #2,6,8,38,-.053,Union College,2013-10-05,NA,"                 Poughkeepsie,NY (AFC)

",0,https://unionathletics.com/boxscore.aspx?id=6015&path=vball
Set #3,13,1,34,.353,Union College,2013-10-05,NA,"                 Poughkeepsie,NY (AFC)

",0,https://unionathletics.com/boxscore.aspx?id=6015&path=vball
Set #4,5,6,29,-.034,Union College,2013-10-05,NA,"                 Poughkeepsie,NY (AFC)

",0,https://unionathletics.com/boxscore.aspx?id=6015&path=vball
Set #1,7,5,53,.038,Union College,2013-10-05,16:15:00,"                 Poughkeepsie, NY (AFC)

",66,https://unionathletics.com/boxscore.aspx?id=6016&path=vball
Set #2,15,3,37,.324,Union College,2013-10-05,16:15:00,"                 Poughkeepsie, NY (AFC)

",66,https://unionathletics.com/boxscore.aspx?id=6016&path=vball
Set #3,13,3,31,.323,Union College,2013-10-05,16:15:00,"                 Poughkeepsie, NY (AFC)

",66,https://unionathletics.com/boxscore.aspx?id=6016&path=vball
Set #4,15,3,40,.300,Union College,2013-10-05,16:15:00,"                 Poughkeepsie, NY (AFC)

",66,https://unionathletics.com/boxscore.aspx?id=6016&path=vball
Set #1,17,12,67,.075,Vassar College,2013-10-05,16:15:00,"                 Poughkeepsie, NY (AFC)

",66,https://unionathletics.com/boxscore.aspx?id=6016&path=vball
Set #2,10,8,40,.050,Vassar College,2013-10-05,16:15:00,"                 Poughkeepsie, NY (AFC)

",66,https://unionathletics.com/boxscore.aspx?id=6016&path=vball
Set #3,12,8,33,.121,Vassar College,2013-10-05,16:15:00,"                 Poughkeepsie, NY (AFC)

",66,https://unionathletics.com/boxscore.aspx?id=6016&path=vball
Set #4,13,6,45,.156,Vassar College,2013-10-05,16:15:00,"                 Poughkeepsie, NY (AFC)

",66,https://unionathletics.com/boxscore.aspx?id=6016&path=vball
Set #1,17,5,48,.250,Keene State,2013-10-12,14:00:00,"                 Schenectady, NY (Viniar Athletic Ctr)

",75,https://unionathletics.com/boxscore.aspx?id=6018&path=vball
Set #2,11,7,45,.089,Keene State,2013-10-12,14:00:00,"                 Schenectady, NY (Viniar Athletic Ctr)

",75,https://unionathletics.com/boxscore.aspx?id=6018&path=vball
Set #3,13,4,44,.205,Keene State,2013-10-12,14:00:00,"                 Schenectady, NY (Viniar Athletic Ctr)

",75,https://unionathletics.com/boxscore.aspx?id=6018&path=vball
Set #4,10,10,43,.000,Keene State,2013-10-12,14:00:00,"                 Schenectady, NY (Viniar Athletic Ctr)

",75,https://unionathletics.com/boxscore.aspx?id=6018&path=vball
Set #5,4,7,23,-.130,Keene State,2013-10-12,14:00:00,"                 Schenectady, NY (Viniar Athletic Ctr)

",75,https://unionathletics.com/boxscore.aspx?id=6018&path=vball
Set #1,13,6,46,.152,Union College,2013-10-12,14:00:00,"                 Schenectady, NY (Viniar Athletic Ctr)

",75,https://unionathletics.com/boxscore.aspx?id=6018&path=vball
Set #2,15,4,42,.262,Union College,2013-10-12,14:00:00,"                 Schenectady, NY (Viniar Athletic Ctr)

",75,https://unionathletics.com/boxscore.aspx?id=6018&path=vball
Set #3,13,9,49,.082,Union College,2013-10-12,14:00:00,"                 Schenectady, NY (Viniar Athletic Ctr)

",75,https://unionathletics.com/boxscore.aspx?id=6018&path=vball
Set #4,11,4,37,.189,Union College,2013-10-12,14:00:00,"                 Schenectady, NY (Viniar Athletic Ctr)

",75,https://unionathletics.com/boxscore.aspx?id=6018&path=vball
Set #5,8,2,18,.333,Union College,2013-10-12,14:00:00,"                 Schenectady, NY (Viniar Athletic Ctr)

",75,https://unionathletics.com/boxscore.aspx?id=6018&path=vball
Set #1,13,7,48,.125,Skidmore,2013-10-15,07:00:00,"                 Schenectady, NY (Viniar Athl. Center)

",75,https://unionathletics.com/boxscore.aspx?id=6019&path=vball
Set #2,9,4,34,.147,Skidmore,2013-10-15,07:00:00,"                 Schenectady, NY (Viniar Athl. Center)

",75,https://unionathletics.com/boxscore.aspx?id=6019&path=vball
Set #3,13,7,41,.146,Skidmore,2013-10-15,07:00:00,"                 Schenectady, NY (Viniar Athl. Center)

",75,https://unionathletics.com/boxscore.aspx?id=6019&path=vball
Set #4,15,6,49,.184,Skidmore,2013-10-15,07:00:00,"                 Schenectady, NY (Viniar Athl. Center)

",75,https://unionathletics.com/boxscore.aspx?id=6019&path=vball
Set #5,7,1,29,.207,Skidmore,2013-10-15,07:00:00,"                 Schenectady, NY (Viniar Athl. Center)

",75,https://unionathletics.com/boxscore.aspx?id=6019&path=vball
Set #1,15,8,53,.132,Union College,2013-10-15,07:00:00,"                 Schenectady, NY (Viniar Athl. Center)

",75,https://unionathletics.com/boxscore.aspx?id=6019&path=vball
Set #2,16,2,48,.292,Union College,2013-10-15,07:00:00,"                 Schenectady, NY (Viniar Athl. Center)

",75,https://unionathletics.com/boxscore.aspx?id=6019&path=vball
Set #3,14,9,43,.116,Union College,2013-10-15,07:00:00,"                 Schenectady, NY (Viniar Athl. Center)

",75,https://unionathletics.com/boxscore.aspx?id=6019&path=vball
Set #4,14,6,42,.190,Union College,2013-10-15,07:00:00,"                 Schenectady, NY (Viniar Athl. Center)

",75,https://unionathletics.com/boxscore.aspx?id=6019&path=vball
Set #5,11,3,26,.308,Union College,2013-10-15,07:00:00,"                 Schenectady, NY (Viniar Athl. Center)

",75,https://unionathletics.com/boxscore.aspx?id=6019&path=vball
Set #1,10,4,35,.171,Vassar College,2013-10-18,17:00:00,"                 Schenectady, N.Y. (Viniar Center)

",100,https://unionathletics.com/boxscore.aspx?id=6020&path=vball
Set #2,5,9,31,-.129,Vassar College,2013-10-18,17:00:00,"                 Schenectady, N.Y. (Viniar Center)

",100,https://unionathletics.com/boxscore.aspx?id=6020&path=vball
Set #3,8,8,41,.000,Vassar College,2013-10-18,17:00:00,"                 Schenectady, N.Y. (Viniar Center)

",100,https://unionathletics.com/boxscore.aspx?id=6020&path=vball
Set #1,18,3,33,.455,Union College,2013-10-18,17:00:00,"                 Schenectady, N.Y. (Viniar Center)

",100,https://unionathletics.com/boxscore.aspx?id=6020&path=vball
Set #2,12,2,25,.400,Union College,2013-10-18,17:00:00,"                 Schenectady, N.Y. (Viniar Center)

",100,https://unionathletics.com/boxscore.aspx?id=6020&path=vball
Set #3,14,5,34,.265,Union College,2013-10-18,17:00:00,"                 Schenectady, N.Y. (Viniar Center)

",100,https://unionathletics.com/boxscore.aspx?id=6020&path=vball
Set #1,7,4,23,.130,Bard,2013-10-18,19:30:00,"                 Schenectady, N.Y. (Viniar Center)

",100,https://unionathletics.com/boxscore.aspx?id=6021&path=vball
Set #2,4,6,29,-.069,Bard,2013-10-18,19:30:00,"                 Schenectady, N.Y. (Viniar Center)

",100,https://unionathletics.com/boxscore.aspx?id=6021&path=vball
Set #3,5,8,24,-.125,Bard,2013-10-18,19:30:00,"                 Schenectady, N.Y. (Viniar Center)

",100,https://unionathletics.com/boxscore.aspx?id=6021&path=vball
Set #1,10,2,21,.381,Union College,2013-10-18,19:30:00,"                 Schenectady, N.Y. (Viniar Center)

",100,https://unionathletics.com/boxscore.aspx?id=6021&path=vball
Set #2,14,3,27,.407,Union College,2013-10-18,19:30:00,"                 Schenectady, N.Y. (Viniar Center)

",100,https://unionathletics.com/boxscore.aspx?id=6021&path=vball
Set #3,10,5,26,.192,Union College,2013-10-18,19:30:00,"                 Schenectady, N.Y. (Viniar Center)

",100,https://unionathletics.com/boxscore.aspx?id=6021&path=vball
Set #1,9,7,37,.054,RIT,2013-10-19,02:30:00,"                 Schenectady, NY (Viniar Atl Center)

",45,https://unionathletics.com/boxscore.aspx?id=6022&path=vball
Set #2,13,9,34,.118,RIT,2013-10-19,02:30:00,"                 Schenectady, NY (Viniar Atl Center)

",45,https://unionathletics.com/boxscore.aspx?id=6022&path=vball
Set #3,9,8,34,.029,RIT,2013-10-19,02:30:00,"                 Schenectady, NY (Viniar Atl Center)

",45,https://unionathletics.com/boxscore.aspx?id=6022&path=vball
Set #1,10,4,37,.162,Union College,2013-10-19,02:30:00,"                 Schenectady, NY (Viniar Atl Center)

",45,https://unionathletics.com/boxscore.aspx?id=6022&path=vball
Set #2,8,4,32,.125,Union College,2013-10-19,02:30:00,"                 Schenectady, NY (Viniar Atl Center)

",45,https://unionathletics.com/boxscore.aspx?id=6022&path=vball
Set #3,10,0,17,.588,Union College,2013-10-19,02:30:00,"                 Schenectady, NY (Viniar Atl Center)

",45,https://unionathletics.com/boxscore.aspx?id=6022&path=vball
Set #1,9,4,29,.172,Union College,2013-10-25,NA,"                 Rochester, NY (Clark Gym)

",250,https://unionathletics.com/boxscore.aspx?id=6023&path=vball
Set #2,9,5,29,.138,Union College,2013-10-25,NA,"                 Rochester, NY (Clark Gym)

",250,https://unionathletics.com/boxscore.aspx?id=6023&path=vball
Set #3,10,4,30,.200,Union College,2013-10-25,NA,"                 Rochester, NY (Clark Gym)

",250,https://unionathletics.com/boxscore.aspx?id=6023&path=vball
Set #1,10,11,40,-.025,RIT,2013-10-25,NA,"                 Rochester, NY (Clark Gym)

",250,https://unionathletics.com/boxscore.aspx?id=6023&path=vball
Set #2,8,10,28,-.071,RIT,2013-10-25,NA,"                 Rochester, NY (Clark Gym)

",250,https://unionathletics.com/boxscore.aspx?id=6023&path=vball
Set #3,12,5,35,.200,RIT,2013-10-25,NA,"                 Rochester, NY (Clark Gym)

",250,https://unionathletics.com/boxscore.aspx?id=6023&path=vball
Set #1,13,4,47,.191,Union College,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://unionathletics.com/boxscore.aspx?id=6024&path=vball
Set #2,5,6,30,-.033,Union College,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://unionathletics.com/boxscore.aspx?id=6024&path=vball
Set #3,11,5,41,.146,Union College,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://unionathletics.com/boxscore.aspx?id=6024&path=vball
Set #4,11,4,50,.140,Union College,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://unionathletics.com/boxscore.aspx?id=6024&path=vball
Set #5,6,1,23,.217,Union College,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://unionathletics.com/boxscore.aspx?id=6024&path=vball
Set #1,14,7,41,.171,St. Lawrence,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://unionathletics.com/boxscore.aspx?id=6024&path=vball
Set #2,12,6,32,.188,St. Lawrence,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://unionathletics.com/boxscore.aspx?id=6024&path=vball
Set #3,15,5,37,.270,St. Lawrence,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://unionathletics.com/boxscore.aspx?id=6024&path=vball
Set #4,8,6,29,.069,St. Lawrence,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://unionathletics.com/boxscore.aspx?id=6024&path=vball
Set #5,6,3,20,.150,St. Lawrence,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://unionathletics.com/boxscore.aspx?id=6024&path=vball
Set #1,3,7,44,-.091,Union College,2013-10-26,14:30:00,"                 Rochester, NY (Clark Gym)

",80,https://unionathletics.com/boxscore.aspx?id=6025&path=vball
Set #2,9,5,46,.087,Union College,2013-10-26,14:30:00,"                 Rochester, NY (Clark Gym)

",80,https://unionathletics.com/boxscore.aspx?id=6025&path=vball
Set #3,9,6,54,.056,Union College,2013-10-26,14:30:00,"                 Rochester, NY (Clark Gym)

",80,https://unionathletics.com/boxscore.aspx?id=6025&path=vball
Set #1,14,4,36,.278,Clarkson University,2013-10-26,14:30:00,"                 Rochester, NY (Clark Gym)

",80,https://unionathletics.com/boxscore.aspx?id=6025&path=vball
Set #2,15,2,36,.361,Clarkson University,2013-10-26,14:30:00,"                 Rochester, NY (Clark Gym)

",80,https://unionathletics.com/boxscore.aspx?id=6025&path=vball
Set #3,15,7,45,.178,Clarkson University,2013-10-26,14:30:00,"                 Rochester, NY (Clark Gym)

",80,https://unionathletics.com/boxscore.aspx?id=6025&path=vball
Set #1,14,9,45,.111,New Paltz,2013-11-01,04:00:00,"                 Skidmore College ()

",100,https://unionathletics.com/boxscore.aspx?id=6026&path=vball
Set #2,13,9,43,.093,New Paltz,2013-11-01,04:00:00,"                 Skidmore College ()

",100,https://unionathletics.com/boxscore.aspx?id=6026&path=vball
