School,Abbrev. Name,h_a,set,points,Date,Time,Site,Attendance,url
"Smith
                                     ",       SMI,Home,5,13,2017-10-12,18:00:00,"                 Chicopee, Mass. (Picknelly Arena)

",80,https://smithpioneers.com/boxscore.aspx?id=7459&path=wvball
"Elms
                                      ",      ECWV,Away,1,25,2017-10-12,18:00:00,"                 Chicopee, Mass. (Picknelly Arena)

",80,https://smithpioneers.com/boxscore.aspx?id=7459&path=wvball
"Elms
                                      ",      ECWV,Away,2,26,2017-10-12,18:00:00,"                 Chicopee, Mass. (Picknelly Arena)

",80,https://smithpioneers.com/boxscore.aspx?id=7459&path=wvball
"Elms
                                      ",      ECWV,Away,3,21,2017-10-12,18:00:00,"                 Chicopee, Mass. (Picknelly Arena)

",80,https://smithpioneers.com/boxscore.aspx?id=7459&path=wvball
"Elms
                                      ",      ECWV,Away,4,10,2017-10-12,18:00:00,"                 Chicopee, Mass. (Picknelly Arena)

",80,https://smithpioneers.com/boxscore.aspx?id=7459&path=wvball
"Elms
                                      ",      ECWV,Away,5,15,2017-10-12,18:00:00,"                 Chicopee, Mass. (Picknelly Arena)

",80,https://smithpioneers.com/boxscore.aspx?id=7459&path=wvball
"Smith
                                     ",       SMI,Home,1,25,2017-10-14,12:00:00,"                 Weston, Mass. (Higgins Court)

",44,https://smithpioneers.com/boxscore.aspx?id=7450&path=wvball
"Smith
                                     ",       SMI,Home,2,25,2017-10-14,12:00:00,"                 Weston, Mass. (Higgins Court)

",44,https://smithpioneers.com/boxscore.aspx?id=7450&path=wvball
"Smith
                                     ",       SMI,Home,3,25,2017-10-14,12:00:00,"                 Weston, Mass. (Higgins Court)

",44,https://smithpioneers.com/boxscore.aspx?id=7450&path=wvball
"Smith
                                     ",       SMI,Home,4,25,2017-10-14,12:00:00,"                 Weston, Mass. (Higgins Court)

",44,https://smithpioneers.com/boxscore.aspx?id=7450&path=wvball
"Saint Joseph (Conn.)
                                     ",       USJ,Away,1,27,2017-10-14,12:00:00,"                 Weston, Mass. (Higgins Court)

",44,https://smithpioneers.com/boxscore.aspx?id=7450&path=wvball
"Saint Joseph (Conn.)
                                     ",       USJ,Away,2,11,2017-10-14,12:00:00,"                 Weston, Mass. (Higgins Court)

",44,https://smithpioneers.com/boxscore.aspx?id=7450&path=wvball
"Saint Joseph (Conn.)
                                     ",       USJ,Away,3,13,2017-10-14,12:00:00,"                 Weston, Mass. (Higgins Court)

",44,https://smithpioneers.com/boxscore.aspx?id=7450&path=wvball
"Saint Joseph (Conn.)
                                     ",       USJ,Away,4,15,2017-10-14,12:00:00,"                 Weston, Mass. (Higgins Court)

",44,https://smithpioneers.com/boxscore.aspx?id=7450&path=wvball
"Smith
                                     ",       SMI,Home,1,26,2017-10-14,14:00:00,"                 Weston, Mass. (Higgins Court)

",74,https://smithpioneers.com/boxscore.aspx?id=7449&path=wvball
"Smith
                                     ",       SMI,Home,2,20,2017-10-14,14:00:00,"                 Weston, Mass. (Higgins Court)

",74,https://smithpioneers.com/boxscore.aspx?id=7449&path=wvball
"Smith
                                     ",       SMI,Home,3,25,2017-10-14,14:00:00,"                 Weston, Mass. (Higgins Court)

",74,https://smithpioneers.com/boxscore.aspx?id=7449&path=wvball
"Smith
                                     ",       SMI,Home,4,25,2017-10-14,14:00:00,"                 Weston, Mass. (Higgins Court)

",74,https://smithpioneers.com/boxscore.aspx?id=7449&path=wvball
"Lasell
                                     ",       LAS,Away,1,24,2017-10-14,14:00:00,"                 Weston, Mass. (Higgins Court)

",74,https://smithpioneers.com/boxscore.aspx?id=7449&path=wvball
"Lasell
                                     ",       LAS,Away,2,25,2017-10-14,14:00:00,"                 Weston, Mass. (Higgins Court)

",74,https://smithpioneers.com/boxscore.aspx?id=7449&path=wvball
"Lasell
                                     ",       LAS,Away,3,16,2017-10-14,14:00:00,"                 Weston, Mass. (Higgins Court)

",74,https://smithpioneers.com/boxscore.aspx?id=7449&path=wvball
"Lasell
                                     ",       LAS,Away,4,21,2017-10-14,14:00:00,"                 Weston, Mass. (Higgins Court)

",74,https://smithpioneers.com/boxscore.aspx?id=7449&path=wvball
"Smith
                                     ",       SMI,Home,1,15,2017-10-17,07:00:00,"                 New London, Conn. ()

",110,https://smithpioneers.com/boxscore.aspx?id=7451&path=wvball
"Smith
                                     ",       SMI,Home,2,14,2017-10-17,07:00:00,"                 New London, Conn. ()

",110,https://smithpioneers.com/boxscore.aspx?id=7451&path=wvball
"Smith
                                     ",       SMI,Home,3,16,2017-10-17,07:00:00,"                 New London, Conn. ()

",110,https://smithpioneers.com/boxscore.aspx?id=7451&path=wvball
"Coast Guard
                                     ",       CGA,Away,1,25,2017-10-17,07:00:00,"                 New London, Conn. ()

",110,https://smithpioneers.com/boxscore.aspx?id=7451&path=wvball
"Coast Guard
                                     ",       CGA,Away,2,25,2017-10-17,07:00:00,"                 New London, Conn. ()

",110,https://smithpioneers.com/boxscore.aspx?id=7451&path=wvball
"Coast Guard
                                     ",       CGA,Away,3,25,2017-10-17,07:00:00,"                 New London, Conn. ()

",110,https://smithpioneers.com/boxscore.aspx?id=7451&path=wvball
"COLBY
                                       ",     COLBY,Home,1,22,2017-10-20,19:20:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7452&path=wvball
"COLBY
                                       ",     COLBY,Home,2,25,2017-10-20,19:20:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7452&path=wvball
"COLBY
                                       ",     COLBY,Home,3,25,2017-10-20,19:20:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7452&path=wvball
"COLBY
                                       ",     COLBY,Home,4,25,2017-10-20,19:20:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7452&path=wvball
"Smith
                                     ",       SMI,Away,1,25,2017-10-20,19:20:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7452&path=wvball
"Smith
                                     ",       SMI,Away,2,14,2017-10-20,19:20:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7452&path=wvball
"Smith
                                     ",       SMI,Away,3,9,2017-10-20,19:20:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7452&path=wvball
"Smith
                                     ",       SMI,Away,4,21,2017-10-20,19:20:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7452&path=wvball
"WOR
                                     ",       WOR,Home,1,25,2017-10-21,09:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7453&path=wvball
"WOR
                                     ",       WOR,Home,2,20,2017-10-21,09:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7453&path=wvball
"WOR
                                     ",       WOR,Home,3,25,2017-10-21,09:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7453&path=wvball
"WOR
                                     ",       WOR,Home,4,25,2017-10-21,09:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7453&path=wvball
"SMI
                                     ",       SMI,Away,1,16,2017-10-21,09:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7453&path=wvball
"SMI
                                     ",       SMI,Away,2,25,2017-10-21,09:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7453&path=wvball
"SMI
                                     ",       SMI,Away,3,17,2017-10-21,09:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7453&path=wvball
"SMI
                                     ",       SMI,Away,4,11,2017-10-21,09:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7453&path=wvball
"CC
                                    ",        CC,Home,1,19,2017-10-21,13:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",75,https://smithpioneers.com/boxscore.aspx?id=7454&path=wvball
"CC
                                    ",        CC,Home,2,9,2017-10-21,13:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",75,https://smithpioneers.com/boxscore.aspx?id=7454&path=wvball
"CC
                                    ",        CC,Home,3,19,2017-10-21,13:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",75,https://smithpioneers.com/boxscore.aspx?id=7454&path=wvball
"SMI
                                     ",       SMI,Away,1,25,2017-10-21,13:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",75,https://smithpioneers.com/boxscore.aspx?id=7454&path=wvball
"SMI
                                     ",       SMI,Away,2,25,2017-10-21,13:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",75,https://smithpioneers.com/boxscore.aspx?id=7454&path=wvball
"SMI
                                     ",       SMI,Away,3,25,2017-10-21,13:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",75,https://smithpioneers.com/boxscore.aspx?id=7454&path=wvball
"MHC
                                     ",       MHC,Home,1,22,2017-10-24,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",100,https://smithpioneers.com/boxscore.aspx?id=7455&path=wvball
"MHC
                                     ",       MHC,Home,2,25,2017-10-24,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",100,https://smithpioneers.com/boxscore.aspx?id=7455&path=wvball
"MHC
                                     ",       MHC,Home,3,25,2017-10-24,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",100,https://smithpioneers.com/boxscore.aspx?id=7455&path=wvball
"MHC
                                     ",       MHC,Home,4,14,2017-10-24,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",100,https://smithpioneers.com/boxscore.aspx?id=7455&path=wvball
"MHC
                                     ",       MHC,Home,5,13,2017-10-24,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",100,https://smithpioneers.com/boxscore.aspx?id=7455&path=wvball
"Smith
                                     ",       SMI,Away,1,25,2017-10-24,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",100,https://smithpioneers.com/boxscore.aspx?id=7455&path=wvball
"Smith
                                     ",       SMI,Away,2,19,2017-10-24,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",100,https://smithpioneers.com/boxscore.aspx?id=7455&path=wvball
"Smith
                                     ",       SMI,Away,3,18,2017-10-24,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",100,https://smithpioneers.com/boxscore.aspx?id=7455&path=wvball
"Smith
                                     ",       SMI,Away,4,25,2017-10-24,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",100,https://smithpioneers.com/boxscore.aspx?id=7455&path=wvball
"Smith
                                     ",       SMI,Away,5,15,2017-10-24,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",100,https://smithpioneers.com/boxscore.aspx?id=7455&path=wvball
"Union College
                                       ",     UNION,Home,1,22,2017-09-01,16:30:00,"                 Claremont, CA (Voelkel Gymnasium)

",56,https://unionathletics.com/boxscore.aspx?id=9152&path=vball
"Union College
                                       ",     UNION,Home,2,25,2017-09-01,16:30:00,"                 Claremont, CA (Voelkel Gymnasium)

",56,https://unionathletics.com/boxscore.aspx?id=9152&path=vball
"Union College
                                       ",     UNION,Home,3,22,2017-09-01,16:30:00,"                 Claremont, CA (Voelkel Gymnasium)

",56,https://unionathletics.com/boxscore.aspx?id=9152&path=vball
"Union College
                                       ",     UNION,Home,4,22,2017-09-01,16:30:00,"                 Claremont, CA (Voelkel Gymnasium)

",56,https://unionathletics.com/boxscore.aspx?id=9152&path=vball
"REDLANDS
                                          ",  REDLAN~1,Away,1,25,2017-09-01,16:30:00,"                 Claremont, CA (Voelkel Gymnasium)

",56,https://unionathletics.com/boxscore.aspx?id=9152&path=vball
"REDLANDS
                                          ",  REDLAN~1,Away,2,19,2017-09-01,16:30:00,"                 Claremont, CA (Voelkel Gymnasium)

",56,https://unionathletics.com/boxscore.aspx?id=9152&path=vball
"REDLANDS
                                          ",  REDLAN~1,Away,3,25,2017-09-01,16:30:00,"                 Claremont, CA (Voelkel Gymnasium)

",56,https://unionathletics.com/boxscore.aspx?id=9152&path=vball
"REDLANDS
                                          ",  REDLAN~1,Away,4,25,2017-09-01,16:30:00,"                 Claremont, CA (Voelkel Gymnasium)

",56,https://unionathletics.com/boxscore.aspx?id=9152&path=vball
"Union College
                                       ",     UNION,Home,1,15,2017-09-02,11:15:00,"                 La Verne, CA (Sports Pavilion)

",102,https://unionathletics.com/boxscore.aspx?id=9153&path=vball
"Union College
                                       ",     UNION,Home,2,16,2017-09-02,11:15:00,"                 La Verne, CA (Sports Pavilion)

",102,https://unionathletics.com/boxscore.aspx?id=9153&path=vball
"Union College
                                       ",     UNION,Home,3,20,2017-09-02,11:15:00,"                 La Verne, CA (Sports Pavilion)

",102,https://unionathletics.com/boxscore.aspx?id=9153&path=vball
"La Verne
                                     ",       ULV,Away,1,25,2017-09-02,11:15:00,"                 La Verne, CA (Sports Pavilion)

",102,https://unionathletics.com/boxscore.aspx?id=9153&path=vball
