School,Abbrev. Name,h_a,set,points,Date,Time,Site,Attendance,url
"Yale
                                      ",      YALE,Away,2,22,2014-11-01,NA,"                 New Haven, CT (Lee Amphitheater)

",512,https://gocrimson.com/boxscore.aspx?id=25967&path=wvball
"Yale
                                      ",      YALE,Away,3,15,2014-11-01,NA,"                 New Haven, CT (Lee Amphitheater)

",512,https://gocrimson.com/boxscore.aspx?id=25967&path=wvball
"Harvard
                                      ",      HARV,Home,1,25,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
"Harvard
                                      ",      HARV,Home,2,19,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
"Harvard
                                      ",      HARV,Home,3,25,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
"Harvard
                                      ",      HARV,Home,4,20,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
"Harvard
                                      ",      HARV,Home,5,15,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
"Princeton
                                      ",      PRIN,Away,1,22,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
"Princeton
                                      ",      PRIN,Away,2,25,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
"Princeton
                                      ",      PRIN,Away,3,21,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
"Princeton
                                      ",      PRIN,Away,4,25,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
"Princeton
                                      ",      PRIN,Away,5,11,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
"Harvard
                                      ",      HARV,Home,1,25,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
"Harvard
                                      ",      HARV,Home,2,26,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
"Harvard
                                      ",      HARV,Home,3,23,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
"Harvard
                                      ",      HARV,Home,4,21,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
"Harvard
                                      ",      HARV,Home,5,15,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
"Penn
                                      ",      PENN,Away,1,21,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
"Penn
                                      ",      PENN,Away,2,24,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
"Penn
                                      ",      PENN,Away,3,25,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
"Penn
                                      ",      PENN,Away,4,25,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
"Penn
                                      ",      PENN,Away,5,11,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
"Columbia
                                     ",       COL,Home,1,17,2014-11-14,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",221,https://gocrimson.com/boxscore.aspx?id=25970&path=wvball
"Columbia
                                     ",       COL,Home,2,18,2014-11-14,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",221,https://gocrimson.com/boxscore.aspx?id=25970&path=wvball
"Columbia
                                     ",       COL,Home,3,19,2014-11-14,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",221,https://gocrimson.com/boxscore.aspx?id=25970&path=wvball
"Harvard
                                      ",      HARV,Away,1,25,2014-11-14,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",221,https://gocrimson.com/boxscore.aspx?id=25970&path=wvball
"Harvard
                                      ",      HARV,Away,2,25,2014-11-14,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",221,https://gocrimson.com/boxscore.aspx?id=25970&path=wvball
"Harvard
                                      ",      HARV,Away,3,25,2014-11-14,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",221,https://gocrimson.com/boxscore.aspx?id=25970&path=wvball
"Cornell
                                     ",       COR,Home,1,25,2014-11-15,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",377,https://gocrimson.com/boxscore.aspx?id=25971&path=wvball
"Cornell
                                     ",       COR,Home,2,15,2014-11-15,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",377,https://gocrimson.com/boxscore.aspx?id=25971&path=wvball
"Cornell
                                     ",       COR,Home,3,25,2014-11-15,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",377,https://gocrimson.com/boxscore.aspx?id=25971&path=wvball
"Cornell
                                     ",       COR,Home,4,17,2014-11-15,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",377,https://gocrimson.com/boxscore.aspx?id=25971&path=wvball
"Harvard
                                      ",      HARV,Away,1,20,2014-11-15,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",377,https://gocrimson.com/boxscore.aspx?id=25971&path=wvball
"Harvard
                                      ",      HARV,Away,2,25,2014-11-15,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",377,https://gocrimson.com/boxscore.aspx?id=25971&path=wvball
"Harvard
                                      ",      HARV,Away,3,27,2014-11-15,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",377,https://gocrimson.com/boxscore.aspx?id=25971&path=wvball
"Harvard
                                      ",      HARV,Away,4,25,2014-11-15,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",377,https://gocrimson.com/boxscore.aspx?id=25971&path=wvball
"Yale
                                      ",      YALE,Home,1,25,2014-11-21,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",668,https://gocrimson.com/boxscore.aspx?id=25972&path=wvball
"Yale
                                      ",      YALE,Home,2,25,2014-11-21,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",668,https://gocrimson.com/boxscore.aspx?id=25972&path=wvball
"Yale
                                      ",      YALE,Home,3,25,2014-11-21,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",668,https://gocrimson.com/boxscore.aspx?id=25972&path=wvball
"Harvard
                                      ",      HARV,Away,1,21,2014-11-21,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",668,https://gocrimson.com/boxscore.aspx?id=25972&path=wvball
"Harvard
                                      ",      HARV,Away,2,22,2014-11-21,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",668,https://gocrimson.com/boxscore.aspx?id=25972&path=wvball
"Harvard
                                      ",      HARV,Away,3,21,2014-11-21,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",668,https://gocrimson.com/boxscore.aspx?id=25972&path=wvball
"Bard College
                                      ",      BARD,Home,1,19,2014-08-29,17:00:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4634&path=wvball
"Bard College
                                      ",      BARD,Home,2,19,2014-08-29,17:00:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4634&path=wvball
"Bard College
                                      ",      BARD,Home,3,13,2014-08-29,17:00:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4634&path=wvball
"Pitt-Bradford
                                     ",       BRF,Away,1,25,2014-08-29,17:00:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4634&path=wvball
"Pitt-Bradford
                                     ",       BRF,Away,2,25,2014-08-29,17:00:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4634&path=wvball
"Pitt-Bradford
                                     ",       BRF,Away,3,25,2014-08-29,17:00:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4634&path=wvball
"Bard College
                                      ",      BARD,Home,1,19,2014-08-30,11:45:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4635&path=wvball
"Bard College
                                      ",      BARD,Home,2,16,2014-08-30,11:45:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4635&path=wvball
"Bard College
                                      ",      BARD,Home,3,12,2014-08-30,11:45:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4635&path=wvball
"Wentworth
                                     ",       WIT,Away,1,25,2014-08-30,11:45:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4635&path=wvball
"Wentworth
                                     ",       WIT,Away,2,25,2014-08-30,11:45:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4635&path=wvball
"Wentworth
                                     ",       WIT,Away,3,25,2014-08-30,11:45:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4635&path=wvball
"GMWV
                                      ",      GMWV,Home,1,25,2014-08-30,15:30:00,"                 Scranton, Pa. (John Long Center)

",25,https://bardathletics.com/boxscore.aspx?id=4636&path=wvball
"GMWV
                                      ",      GMWV,Home,2,25,2014-08-30,15:30:00,"                 Scranton, Pa. (John Long Center)

",25,https://bardathletics.com/boxscore.aspx?id=4636&path=wvball
"GMWV
                                      ",      GMWV,Home,3,25,2014-08-30,15:30:00,"                 Scranton, Pa. (John Long Center)

",25,https://bardathletics.com/boxscore.aspx?id=4636&path=wvball
"Bard College
                                      ",      BARD,Away,1,20,2014-08-30,15:30:00,"                 Scranton, Pa. (John Long Center)

",25,https://bardathletics.com/boxscore.aspx?id=4636&path=wvball
"Bard College
                                      ",      BARD,Away,2,15,2014-08-30,15:30:00,"                 Scranton, Pa. (John Long Center)

",25,https://bardathletics.com/boxscore.aspx?id=4636&path=wvball
"Bard College
                                      ",      BARD,Away,3,18,2014-08-30,15:30:00,"                 Scranton, Pa. (John Long Center)

",25,https://bardathletics.com/boxscore.aspx?id=4636&path=wvball
"Maritime (N.Y.)
                                          ",  MARITIME,Home,1,25,2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
"Maritime (N.Y.)
                                          ",  MARITIME,Home,2,25,2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
"Maritime (N.Y.)
                                          ",  MARITIME,Home,3,20,2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
"Maritime (N.Y.)
                                          ",  MARITIME,Home,4,31,2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
"Maritime (N.Y.)
                                          ",  MARITIME,Home,5,15,2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
"Bard College
                                      ",      BARD,Away,1,16,2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
"Bard College
                                      ",      BARD,Away,2,21,2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
"Bard College
                                      ",      BARD,Away,3,25,2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
"Bard College
                                      ",      BARD,Away,4,33,2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
"Bard College
                                      ",      BARD,Away,5,10,2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
"Bard
                                      ",      BARD,Home,1,25,2014-09-06,15:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",40,https://bardathletics.com/boxscore.aspx?id=4637&path=wvball
"Bard
                                      ",      BARD,Home,2,25,2014-09-06,15:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",40,https://bardathletics.com/boxscore.aspx?id=4637&path=wvball
"Bard
                                      ",      BARD,Home,3,25,2014-09-06,15:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",40,https://bardathletics.com/boxscore.aspx?id=4637&path=wvball
"Sarah Lawrence
                                     ",       SLC,Away,1,11,2014-09-06,15:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",40,https://bardathletics.com/boxscore.aspx?id=4637&path=wvball
"Sarah Lawrence
                                     ",       SLC,Away,2,14,2014-09-06,15:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",40,https://bardathletics.com/boxscore.aspx?id=4637&path=wvball
"Sarah Lawrence
                                     ",       SLC,Away,3,7,2014-09-06,15:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",40,https://bardathletics.com/boxscore.aspx?id=4637&path=wvball
"Manhattanville
                                        ",    MVILLE,Home,1,25,2014-09-10,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",65,https://bardathletics.com/boxscore.aspx?id=4643&path=wvball
"Manhattanville
                                        ",    MVILLE,Home,2,25,2014-09-10,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",65,https://bardathletics.com/boxscore.aspx?id=4643&path=wvball
"Manhattanville
                                        ",    MVILLE,Home,3,25,2014-09-10,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",65,https://bardathletics.com/boxscore.aspx?id=4643&path=wvball
"Bard College
                                      ",      BARD,Away,1,12,2014-09-10,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",65,https://bardathletics.com/boxscore.aspx?id=4643&path=wvball
"Bard College
                                      ",      BARD,Away,2,21,2014-09-10,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",65,https://bardathletics.com/boxscore.aspx?id=4643&path=wvball
"Bard College
                                      ",      BARD,Away,3,15,2014-09-10,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",65,https://bardathletics.com/boxscore.aspx?id=4643&path=wvball
"Hamilton College
                                     ",       HAM,Home,1,25,2014-09-12,18:00:00,"                 Oswego, N.Y. (Max Ziel Gymnaisum)

",0,https://bardathletics.com/boxscore.aspx?id=4639&path=wvball
"Hamilton College
                                     ",       HAM,Home,2,25,2014-09-12,18:00:00,"                 Oswego, N.Y. (Max Ziel Gymnaisum)

",0,https://bardathletics.com/boxscore.aspx?id=4639&path=wvball
"Hamilton College
                                     ",       HAM,Home,3,25,2014-09-12,18:00:00,"                 Oswego, N.Y. (Max Ziel Gymnaisum)

",0,https://bardathletics.com/boxscore.aspx?id=4639&path=wvball
"Bard College
                                      ",      BARD,Away,1,11,2014-09-12,18:00:00,"                 Oswego, N.Y. (Max Ziel Gymnaisum)

",0,https://bardathletics.com/boxscore.aspx?id=4639&path=wvball
"Bard College
                                      ",      BARD,Away,2,8,2014-09-12,18:00:00,"                 Oswego, N.Y. (Max Ziel Gymnaisum)

",0,https://bardathletics.com/boxscore.aspx?id=4639&path=wvball
"Bard College
                                      ",      BARD,Away,3,12,2014-09-12,18:00:00,"                 Oswego, N.Y. (Max Ziel Gymnaisum)

",0,https://bardathletics.com/boxscore.aspx?id=4639&path=wvball
"Alfred University
                                        ",    ALFRED,Home,1,25,2014-09-12,20:00:00,"                 Oswego, N.Y. (Max ZIel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4640&path=wvball
"Alfred University
                                        ",    ALFRED,Home,2,25,2014-09-12,20:00:00,"                 Oswego, N.Y. (Max ZIel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4640&path=wvball
"Alfred University
                                        ",    ALFRED,Home,3,14,2014-09-12,20:00:00,"                 Oswego, N.Y. (Max ZIel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4640&path=wvball
"Alfred University
                                        ",    ALFRED,Home,4,25,2014-09-12,20:00:00,"                 Oswego, N.Y. (Max ZIel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4640&path=wvball
"Bard College
                                      ",      BARD,Away,1,19,2014-09-12,20:00:00,"                 Oswego, N.Y. (Max ZIel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4640&path=wvball
"Bard College
                                      ",      BARD,Away,2,11,2014-09-12,20:00:00,"                 Oswego, N.Y. (Max ZIel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4640&path=wvball
"Bard College
                                      ",      BARD,Away,3,25,2014-09-12,20:00:00,"                 Oswego, N.Y. (Max ZIel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4640&path=wvball
"Bard College
                                      ",      BARD,Away,4,18,2014-09-12,20:00:00,"                 Oswego, N.Y. (Max ZIel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4640&path=wvball
"Bard College
                                      ",      BARD,Home,1,13,2014-09-13,10:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4641&path=wvball
"Bard College
                                      ",      BARD,Home,2,10,2014-09-13,10:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4641&path=wvball
"Bard College
                                      ",      BARD,Home,3,25,2014-09-13,10:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4641&path=wvball
"Bard College
                                      ",      BARD,Home,4,13,2014-09-13,10:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4641&path=wvball
"Potsdam
                                         ",   POTSDAM,Away,1,25,2014-09-13,10:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4641&path=wvball
"Potsdam
                                         ",   POTSDAM,Away,2,25,2014-09-13,10:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4641&path=wvball
"Potsdam
                                         ",   POTSDAM,Away,3,18,2014-09-13,10:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4641&path=wvball
"Potsdam
                                         ",   POTSDAM,Away,4,25,2014-09-13,10:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4641&path=wvball
"Wells College
                                       ",     WELLS,Home,1,25,2014-09-13,14:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4642&path=wvball
"Wells College
                                       ",     WELLS,Home,2,25,2014-09-13,14:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4642&path=wvball
"Wells College
                                       ",     WELLS,Home,3,25,2014-09-13,14:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4642&path=wvball
"Bard College
                                      ",      BARD,Away,1,11,2014-09-13,14:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4642&path=wvball
"Bard College
                                      ",      BARD,Away,2,10,2014-09-13,14:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4642&path=wvball
"Bard College
                                      ",      BARD,Away,3,13,2014-09-13,14:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4642&path=wvball
"Purchase
                                         ",   PUR-WVB,Home,1,23,2014-09-17,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4644&path=wvball
"Purchase
                                         ",   PUR-WVB,Home,2,24,2014-09-17,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4644&path=wvball
"Purchase
                                         ",   PUR-WVB,Home,3,19,2014-09-17,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4644&path=wvball
"Bard College
                                      ",      BARD,Away,1,25,2014-09-17,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4644&path=wvball
"Bard College
                                      ",      BARD,Away,2,26,2014-09-17,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4644&path=wvball
"Bard College
                                      ",      BARD,Away,3,25,2014-09-17,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4644&path=wvball
"VASSAR
                                        ",    VASSAR,Home,1,25,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",56,https://bardathletics.com/boxscore.aspx?id=4645&path=wvball
"VASSAR
                                        ",    VASSAR,Home,2,25,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",56,https://bardathletics.com/boxscore.aspx?id=4645&path=wvball
"VASSAR
                                        ",    VASSAR,Home,3,25,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",56,https://bardathletics.com/boxscore.aspx?id=4645&path=wvball
"Bard College
                                      ",      BARD,Away,1,10,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",56,https://bardathletics.com/boxscore.aspx?id=4645&path=wvball
"Bard College
                                      ",      BARD,Away,2,16,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",56,https://bardathletics.com/boxscore.aspx?id=4645&path=wvball
"Bard College
                                      ",      BARD,Away,3,13,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",56,https://bardathletics.com/boxscore.aspx?id=4645&path=wvball
"Clarkson
                                    ",        CU,Home,1,25,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",100,https://bardathletics.com/boxscore.aspx?id=4646&path=wvball
"Clarkson
                                    ",        CU,Home,2,25,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",100,https://bardathletics.com/boxscore.aspx?id=4646&path=wvball
"Clarkson
                                    ",        CU,Home,3,25,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",100,https://bardathletics.com/boxscore.aspx?id=4646&path=wvball
"Bard College
                                      ",      BARD,Away,1,9,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",100,https://bardathletics.com/boxscore.aspx?id=4646&path=wvball
"Bard College
                                      ",      BARD,Away,2,21,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",100,https://bardathletics.com/boxscore.aspx?id=4646&path=wvball
"Bard College
                                      ",      BARD,Away,3,9,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",100,https://bardathletics.com/boxscore.aspx?id=4646&path=wvball
"St. Lawrence
                                     ",       SLU,Home,1,25,2014-09-20,12:00:00,"                 Poughkeepsie, NY (AFC)

",40,https://bardathletics.com/boxscore.aspx?id=4647&path=wvball
"St. Lawrence
                                     ",       SLU,Home,2,25,2014-09-20,12:00:00,"                 Poughkeepsie, NY (AFC)

",40,https://bardathletics.com/boxscore.aspx?id=4647&path=wvball
"St. Lawrence
                                     ",       SLU,Home,3,25,2014-09-20,12:00:00,"                 Poughkeepsie, NY (AFC)

",40,https://bardathletics.com/boxscore.aspx?id=4647&path=wvball
"Bard College
                                      ",      BARD,Away,1,15,2014-09-20,12:00:00,"                 Poughkeepsie, NY (AFC)

",40,https://bardathletics.com/boxscore.aspx?id=4647&path=wvball
"Bard College
                                      ",      BARD,Away,2,3,2014-09-20,12:00:00,"                 Poughkeepsie, NY (AFC)

",40,https://bardathletics.com/boxscore.aspx?id=4647&path=wvball
"Bard College
                                      ",      BARD,Away,3,15,2014-09-20,12:00:00,"                 Poughkeepsie, NY (AFC)

",40,https://bardathletics.com/boxscore.aspx?id=4647&path=wvball
"RIT
                                          ",  RIT_WV~1,Home,1,25,2014-09-20,14:00:00,"                 Poughkeepsie, NY (AFC)

",41,https://bardathletics.com/boxscore.aspx?id=4648&path=wvball
"RIT
                                          ",  RIT_WV~1,Home,2,25,2014-09-20,14:00:00,"                 Poughkeepsie, NY (AFC)

",41,https://bardathletics.com/boxscore.aspx?id=4648&path=wvball
"RIT
                                          ",  RIT_WV~1,Home,3,25,2014-09-20,14:00:00,"                 Poughkeepsie, NY (AFC)

",41,https://bardathletics.com/boxscore.aspx?id=4648&path=wvball
"Bard College
                                      ",      BARD,Away,1,18,2014-09-20,14:00:00,"                 Poughkeepsie, NY (AFC)

",41,https://bardathletics.com/boxscore.aspx?id=4648&path=wvball
"Bard College
                                      ",      BARD,Away,2,22,2014-09-20,14:00:00,"                 Poughkeepsie, NY (AFC)

",41,https://bardathletics.com/boxscore.aspx?id=4648&path=wvball
"Bard College
                                      ",      BARD,Away,3,15,2014-09-20,14:00:00,"                 Poughkeepsie, NY (AFC)

",41,https://bardathletics.com/boxscore.aspx?id=4648&path=wvball
"BARD
                                      ",      BARD,Home,1,11,2014-09-24,19:00:00,"                 Cobleskill, N.Y. (Iorio Gymnasium)

",134,https://bardathletics.com/boxscore.aspx?id=4649&path=wvball
"BARD
                                      ",      BARD,Home,2,18,2014-09-24,19:00:00,"                 Cobleskill, N.Y. (Iorio Gymnasium)

",134,https://bardathletics.com/boxscore.aspx?id=4649&path=wvball
"BARD
                                      ",      BARD,Home,3,14,2014-09-24,19:00:00,"                 Cobleskill, N.Y. (Iorio Gymnasium)

",134,https://bardathletics.com/boxscore.aspx?id=4649&path=wvball
"SUNY Cobleskill
                                      ",      COBW,Away,1,25,2014-09-24,19:00:00,"                 Cobleskill, N.Y. (Iorio Gymnasium)

",134,https://bardathletics.com/boxscore.aspx?id=4649&path=wvball
"SUNY Cobleskill
                                      ",      COBW,Away,2,25,2014-09-24,19:00:00,"                 Cobleskill, N.Y. (Iorio Gymnasium)

",134,https://bardathletics.com/boxscore.aspx?id=4649&path=wvball
"SUNY Cobleskill
                                      ",      COBW,Away,3,25,2014-09-24,19:00:00,"                 Cobleskill, N.Y. (Iorio Gymnasium)

",134,https://bardathletics.com/boxscore.aspx?id=4649&path=wvball
